Unnamed: 0,LICENSE NUMBER,PROVIDER NAME,PROVIDER SERVICE TYPE,STREET ADDRESS,CITY,STATE,ZIP,COUNTY,ECC,CCRR,SCHOOL DISTRICT OPERATED PROGRAM,SCHOOL DISTRICT,QUALITY RATING,QUALITY RATING EFFECTIVE DATE,QUALITY RATING EXPIRATION DATE,CCCAP FISCAL AGREEMENT STATUS,CCCAP AUTHORIZATION STATUS,TOTAL LICENSED CAPACITY,LICENSED HOME CAPACITY,LICENSED CENTER INFANT CAPACITY,LICENSED CENTER TODDLER CAPACITY,LICENSED CENTER PRESCHOOL CAPACITY,LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY,LICENSED SCHOOL AGE CAPACITY,LICENSED NYO CAPACITY,LICENSED RESIDENT CAMP CAPACITY,GOVERNING BODY
4244,1627760,YMCA OF METROPOLITAN DENVER @ REUNION,School-Age Child Care Center,17910 E Parkside DR N,Commerce City,CO,80022,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,ADAMS-ARAPAHOE 28J,,,,False,False,70.0,0.0,0.0,0.0,,,70.0,0.0,0.0,
4245,1629891,BIXBY SCHOOL SCHOOL-AGE CHILD CARE,School-Age Child Care Center,4760 Table Mesa DR,Boulder,CO,80305,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,,,,False,False,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4246,1634797,KCE CHAMPIONS LLC @ RANCH CREEK,School-Age Child Care Center,9155 Tutt BLVD,Colorado Springs,CO,80924,El Paso,Alliance for Kids,Alliance for Kids,True,,,,,True,True,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4247,1634809,KCE CHAMPIONS LLC @ Academy International,School-Age Child Care Center,8550 Charity DR,Colorado Springs,CO,80920,El Paso,Alliance for Kids,Alliance for Kids,False,,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4248,1634811,KCE CHAMPIONS LLC @ Foothills,School-Age Child Care Center,825 Allegheny DR,Colorado Springs,CO,80919,El Paso,Alliance for Kids,Alliance for Kids,True,D-20,,,,True,True,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4249,1634819,KCE CHAMPIONS LLC @ ROCKRIMMON,School-Age Child Care Center,194 Mikado DR W,Colorado Springs,CO,80919,El Paso,Alliance for Kids,Alliance for Kids,True,,,,,True,True,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4250,1634822,KCE CHAMPIONS LLC @ Douglas Valley,School-Age Child Care Center,4610 Douglas DR,Colorado Springs,CO,80840,El Paso,Alliance for Kids,Alliance for Kids,True,,,,,True,False,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4251,1635807,BVSD SAC Kohl Elementary,School-Age Child Care Center,1000 W 10th AVE,Broomfield,CO,80020,Broomfield,Broomfield Early Childhood Council,Child Care Innovations,True,Boulder Valley School District,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,
4252,1636202,CITY OF GUNNISON,School-Age Child Care Center,501 E Tomichi,Gunnison,CO,81230,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,,,,False,False,25.0,0.0,0.0,0.0,,,25.0,0.0,0.0,
4253,1637686,YMCA at CILA,School-Age Child Care Center,303 Austin Bluffs Pkwy,Colorado Springs,CO,80918,El Paso,Alliance for Kids,Alliance for Kids,False,D-11,,,,True,True,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,
4254,1637780,KCE Champions LLC @ Cherry Creek,School-Age Child Care Center,6260 S Dayton ST,Englewood,CO,80111,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Cherry Creek School District,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4255,1638645,YMCA AT ACADEMY FOR ADVANCED & CREATIVE LEARN,School-Age Child Care Center,2510 N Chestnut ST,Colorado Springs,CO,80907,El Paso,Alliance for Kids,Alliance for Kids,False,D-11,,,,True,False,43.0,0.0,0.0,0.0,,,43.0,0.0,0.0,
4256,1641635,Firestone Charter Academy Camp,School-Age Child Care Center,5753 Twilight AVE,Firestone,CO,80504,Weld,Weld County’s Early Childhood Council,Promises for Children,True,St Vrain,,,,False,False,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,
4257,1641647,Aspen View Academy,School-Age Child Care Center,2131 Low Meadow BLVD,Castle Rock,CO,80109,Douglas,Douglas County Early Childhood Council,Child Care Innovations,True,Douglas County School District,,,,False,False,150.0,0.0,0.0,0.0,,,150.0,0.0,0.0,
4258,1642313,The Hub at Hygiene Elementary,School-Age Child Care Center,11968 N 75th ST,Longmont,CO,80503,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,True,St Vrain,,,,True,True,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4259,1646637,KIDS SMART @ LUMBERG,School-Age Child Care Center,6705 W 22nd AVE,Edgewater,CO,80214,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY R-1,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4260,1648327,Preescolar El Busesito 1,Child Care Center,260 Soccer Field Rd,Glenwood Springs,CO,81601,Garfield,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,,1.0,,,False,False,8.0,,,,0.0,8.0,,,,Karla Reyes
4261,1649254,Thorne Nature Experience Summer Camp,School-Age Child Care Center,220 Hover Street,Longmont,CO,80503,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,St Vrain,,,,False,False,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,Thorne Nature Experience
4262,1650718,ST JOHN LUTHERAN EXTENDED CARE,School-Age Child Care Center,700 S Franklin ST,Denver,CO,80209,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER PUBLIC SCHOOLS,,,,True,False,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,
4263,1650943,The Magic Bus,Child Care Center,90 Benchmark RD,Avon,CO,81620,Eagle,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,,4.0,2024-10-31,2027-10-31,False,False,16.0,,,,16.0,0.0,,,,YouthPower 365
4264,1651079,DMNS SUMMER CAMPS,School-Age Child Care Center,2001 Colorado BLVD,Denver,CO,80205,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER PUBLIC SCHOOLS,,,,False,False,240.0,0.0,0.0,0.0,,,240.0,0.0,0.0,
4265,1651495,BASE49 @ Evans International Elementary,School-Age Child Care Center,1675 Winnebago DR,Colorado Springs,CO,80915,El Paso,Alliance for Kids,Alliance for Kids,True,Falcon School District 49 ,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4266,1651506,BASE49 @ Springs Ranch Elementary,School-Age Child Care Center,4350 Centerville DR,Colorado Springs,CO,80922,El Paso,Alliance for Kids,Alliance for Kids,True,Falcon School District 49 ,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,
4267,1651509,BASE49 @ Remington Elementary,School-Age Child Care Center,2825 Pony Tracks DR,Colorado Springs,CO,80922,El Paso,Alliance for Kids,Alliance for Kids,True,,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,
4268,1652661,CRESTED BUTTE MOUNTAIN RESORT,School-Age Child Care Center,12 Snowmass RD,Mt Crested Butte,CO,81225,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,,,,False,False,120.0,0.0,0.0,0.0,,,120.0,0.0,0.0,
4269,1653575,OAK CREEK SCHOOL AGE CHILD CARE CENTER,School-Age Child Care Center,305 S Grant Ave.,Oak Creek,CO,80467,Routt,First Impressions of Routt County,Summit Co CCR&R,False,South Routt School District,,,,True,False,39.0,0.0,0.0,0.0,,,39.0,0.0,0.0,Town of Oak Creek
4270,1654176,YOUR KID'S PLACE LLC,School-Age Child Care Center,8448 Otis DR,Arvada,CO,80003,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,,,,True,True,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,
4271,1655618,MONTESSORI ACADEMY OF CO,School-Age Child Care Center,2500 Curtis ST,Denver,CO,80205,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER PUBLIC SCHOOLS,,,,False,False,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4272,1655685,DCS MONTESSORI,School-Age Child Care Center,311 Castle Pines PKWY,Castle Pines,CO,80108,Douglas,Douglas County Early Childhood Council,Child Care Innovations,True,Douglas County School District,,,,False,False,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4273,1656106,CCSD Mountain Vista Elementary ECS,School-Age Child Care Center,22200 E Radcliff PKWY,Centennial,CO,80015,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,CHERRY CREEK 5,,,,True,True,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,
4274,1656511,Sunflower Farm,Child Care Center,11150 Prospect RD,Longmont,CO,80504,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,SVVSD,1.0,,,False,False,103.0,0.0,0.0,0.0,62.0,0.0,41.0,0.0,0.0,
4275,1656516,KCE Champions LLC @ Parker Core Knowledge,School-Age Child Care Center,11661 Pine Drive,Parker,CO,80138,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,,,,True,False,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,Vinny Ortega
4276,1656628,YMCA @ WESTSIDE COMMUNITY,School-Age Child Care Center,1628 W Bijou ST,Colorado Springs,CO,80904,El Paso,Alliance for Kids,Alliance for Kids,True,D-11,,,,True,True,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4277,1657063,KCE CHAMPIONS LLC @ Discovery Canyon,School-Age Child Care Center,1810 Northgate BLVD,Colorado Springs,CO,80921,El Paso,Alliance for Kids,Alliance for Kids,True,,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4278,1657068,KCE CHAMPIONS LLC @ High Plains,School-Age Child Care Center,2248 Vintage DR,Colorado Springs,CO,80920,El Paso,Alliance for Kids,Alliance for Kids,False,,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4279,1657786,Caprock Academy Childcare,School-Age Child Care Center,714 24 1/2 RD,Grand Junction,CO,81505,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,,,,False,False,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4280,1658615,SCOTT ADVENTURE CLUB,School-Age Child Care Center,6175 Whetstone DR,Colorado Springs,CO,80918,El Paso,Alliance for Kids,Alliance for Kids,False,D-11,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4281,1658914,DPS DISCOVERY LINK @ WILLOW ELEM,School-Age Child Care Center,8499 E Stoll PL,Denver,CO,80238,Denver,Denver's Early Childhood Council,Denver's ECC,True,Denver Public Schools,,,,True,True,105.0,0.0,0.0,0.0,,,105.0,0.0,0.0,
4282,1659490,Stargate Charter School,School-Age Child Care Center,14530 Washington ST,Thornton,CO,80023,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,ADAMS12,,,,False,False,200.0,0.0,0.0,0.0,,,200.0,0.0,0.0,
4283,1662422,Shauna DeSousa,Experienced Family Child Care Home,,Colorado Springs,CO,80922,El Paso,Alliance for Kids,Alliance for Kids,False,D-49,2.0,2024-03-07,2027-03-07,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
4284,1663055,"HAVERN CENTER, INC. DBA HAVERN SCHOOL",School-Age Child Care Center,4000 S Wadsworth BLVD,Littleton,CO,80123,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY R-1,,,,False,False,125.0,0.0,0.0,0.0,,,125.0,0.0,0.0,
4285,1663084,OFF BROADWAY PRESCHOOL OF FINE ARTS,Child Care Center,1235 Pine ST,Boulder,CO,80302,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,5.0,2024-11-30,2027-11-30,True,True,20.0,,,,20.0,0.0,,,,
4286,1663251,Nadima Rassuli,Family Child Care Home,,Wheat Ridge,CO,80033,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County School District,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
4287,1663587,Venture for Success,Child Care Center,12900 Albrook DR,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER PUBLIC SCHOOLS,5.0,2023-08-31,2026-08-31,True,True,51.0,0.0,10.0,10.0,31.0,0.0,0.0,0.0,0.0,
4288,35373,YOUNG LIFE CROOKED CREEK RANCH,Resident Camp,3000 County Road 517,Fraser,CO,80442,Grand,Grand and Jackson Early Childhood Council,Summit Co CCR&R Agency,False,,,,,False,False,544.0,0.0,0.0,0.0,,,0.0,0.0,544.0,
4289,45608,Four Corners Encampment,Resident Camp,24500 Hwy 145,Cortez,CO,81323,Montezuma,Montelores Early Childhood Council,ECC La Plata Co,False,,,,,False,False,105.0,0.0,0.0,0.0,,,0.0,0.0,105.0,
4290,47432,ADVENTURE UNLIMITED,Resident Camp,18325 CR 366,Buena Vista,CO,81211,Chaffee,Chaffee County Early Childhood Council,Childrens First,False,,,,,False,False,170.0,0.0,0.0,0.0,,,0.0,0.0,170.0,Adventure Unlimited
4291,47433,CAMP ALEXANDER,Resident Camp,2182 Cty Rd 96,Lake George,CO,80827,Park,Teller/Park Early Childhood Council,Child Care Innovations,False,,,,,False,False,375.0,0.0,0.0,0.0,,,0.0,0.0,375.0,
4292,47596,CALVIN CAMP,Resident Camp,20203 Spring Creek Trail,Buffalo Creek,CO,80425,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,,,,,False,False,90.0,0.0,0.0,0.0,,,0.0,0.0,90.0,
4293,47606,COLORADO LIONS CAMP INC,Resident Camp,28541 Highway 67 N,Woodland Park,CO,80863,Teller,Teller/Park Early Childhood Council,Alliance for Kids,False,,,,,False,False,56.0,0.0,0.0,0.0,,,0.0,0.0,56.0,
4294,47607,CAMP COLORADO,Resident Camp,238 N Highway 67,Sedalia,CO,80135,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,,,,,False,False,90.0,0.0,0.0,0.0,,,0.0,0.0,90.0,
4295,47720,YOUNG LIFE FRONTIER RANCH,Resident Camp,22150 County Road 322,Buena Vista,CO,81211,Chaffee,Chaffee County Early Childhood Council,Childrens First,False,,,,,False,False,453.0,0.0,0.0,0.0,,,0.0,0.0,453.0,
4296,47739,GOLDEN BELL CAMP & CONFERENCE CENTER,Resident Camp,380 County Road 512,Divide,CO,80814,Teller,Teller/Park Early Childhood Council,Alliance for Kids,False,,,,,False,False,300.0,0.0,0.0,0.0,,,0.0,0.0,300.0,
4297,47760,HESPERUS BAPTIST CAMP INC,Resident Camp,22265ST Highway 140,Hesperus,CO,81326,La Plata,Early Childhood Council of La Plata County,ECC La Plata Co,False,,,,,False,False,150.0,0.0,0.0,0.0,,,0.0,0.0,150.0,
4298,47762,EASTER SEALS COLORADO,Resident Camp,2644 County Road 306,Empire,CO,80438,Clear Creek,Triad Early Childhood Council,Child Care Innovations,False,,1.0,,,False,False,82.0,0.0,0.0,0.0,,,0.0,0.0,82.0,Melissa Angel
4299,47765,CAMP ID RA HA JE,Resident Camp,571 County Road 43,Bailey,CO,80421,Park,Teller/Park Early Childhood Council,Child Care Innovations,False,,,,,False,False,536.0,0.0,0.0,0.0,,,0.0,0.0,536.0,
4300,47771,LUTHERAN VALLEY RETREAT INC,Resident Camp,793 Ellison Road NW T C,Florissant,CO,80816,Teller,Teller/Park Early Childhood Council,Alliance for Kids,False,,,,,False,False,88.0,0.0,0.0,0.0,,,0.0,0.0,88.0,
4301,47776,LA FORET CONFERENCE & RETREAT CENTER,Resident Camp,6145 Shoup RD,Black Forest,CO,80908,El Paso,Alliance for Kids,Alliance for Kids,False,,,,,False,False,149.0,0.0,0.0,0.0,,,0.0,0.0,149.0,
4302,47777,Gates Camp,Neighborhood Youth Organization,2895 County Rd 100,Ward,CO,80481,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,,1.0,,,False,False,100.0,0.0,0.0,0.0,,,0.0,100.0,0.0,
4303,47781,MAURICE B. SHWAYDER CMP TEMPL EMANUEL,Resident Camp,9118 State HWY 103,Idaho Springs,CO,80452,Clear Creek,Triad Early Childhood Council,Child Care Innovations,False,,,,,False,False,170.0,0.0,0.0,0.0,,,0.0,0.0,170.0,
4304,47805,GENEVA GLEN CAMPS INC,Resident Camp,5793 Santa Clara RD,Indian Hills,CO,80454,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,,,,,False,False,240.0,0.0,0.0,0.0,,,0.0,0.0,240.0,
4305,47810,McNeil Scout Ranch at Peaceful Valley,Resident Camp,22799 N Elbert RD 97,Elbert,CO,80106,Elbert,Elbert County Early Childhood Council,Alliance for Kids,False,,,,,False,False,1600.0,0.0,0.0,0.0,,,0.0,0.0,1600.0,
4306,47812,CAMP PAUL HUMMEL,Resident Camp,192 Mine LN,Boulder,CO,80302,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,,,,,False,False,48.0,0.0,0.0,0.0,,,0.0,0.0,48.0,
4307,47817,QUAKER RIDGE CAMP,Resident Camp,30150 State Highway 67,Woodland Park,CO,80863,Teller,Teller/Park Early Childhood Council,Alliance for Kids,False,,,,,False,False,250.0,0.0,0.0,0.0,,,0.0,0.0,250.0,
4308,47822,PRESBYTERIAN HIGHLANDS CAMP,Resident Camp,1306 CO HWY 7 Business Route,Allenspark,CO,80510,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,,,,,False,False,150.0,0.0,0.0,0.0,,,0.0,0.0,150.0,
4309,47826,JCC RANCH CAMP,Resident Camp,21441 North Elbert RD,Elbert,CO,80106,Elbert,Elbert County Early Childhood Council,Alliance for Kids,False,,,,,False,False,350.0,0.0,0.0,0.0,,,0.0,0.0,350.0,
4310,47839,"LUTHERAN RANCHES OF THE ROCKIES, INC.",Resident Camp,1601 N Co Rd 163,Bellvue,CO,80512,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,,,,False,False,179.0,0.0,0.0,0.0,,,0.0,0.0,179.0,
4311,47842,CAMP SALVATION,Resident Camp,17422 Road 11,Weston,CO,81091,Las Animas,HuLA Early Childhood Council,Childrens First,False,,,,,False,False,100.0,0.0,0.0,0.0,,,0.0,0.0,100.0,
4312,47843,SAN JUAN BIBLE CAMP,Resident Camp,14260 County Road 39.9,Mancos,CO,81328,Montezuma,Montelores Early Childhood Council,ECC La Plata Co,False,,,,,False,False,115.0,0.0,0.0,0.0,,,0.0,0.0,115.0,
4313,47844,SANBORN WESTERN CAMPS,Resident Camp,2000 Old Stage RD,Florissant,CO,80816,Teller,Teller/Park Early Childhood Council,Alliance for Kids,False,,,,,False,False,340.0,0.0,0.0,0.0,,,0.0,0.0,340.0,
4314,47847,TOMAHAWK RANCH,Resident Camp,2113 Park County Road # 43,Bailey,CO,80421,Park,Teller/Park Early Childhood Council,Child Care Innovations,False,,,,,False,False,234.0,0.0,0.0,0.0,,,0.0,0.0,234.0,
4315,47910,BEN DELATOUR SCOUT RANCH,Resident Camp,2331 CO Road 68C,Red Feather Lake,CO,80545,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,,,,False,False,300.0,0.0,0.0,0.0,,,0.0,0.0,300.0,
4316,47912,Grand Mesa Christian Assn Camp,Resident Camp,26269 Old Grand Mesa RD,Cedaredge,CO,81413,Delta,Bright Futures,Bright Futures,False,,,,,False,False,118.0,0.0,0.0,0.0,,,0.0,0.0,118.0,
4317,47918,BLUE MOUNTAIN RANCH,Resident Camp,11227 Park County Rd 98,Florissant,CO,80816,Park,Teller/Park Early Childhood Council,Child Care Innovations,False,,,,,False,False,100.0,0.0,0.0,0.0,,,0.0,0.0,100.0,
4318,47928,BEAVER CREEK YOUTH CAMP,Resident Camp,0 5 Mile SE,South Fork,CO,81154,Rio Grande,Early Childhood Council of the San Luis Valley,ECC SLV,False,,,,,False,False,24.0,0.0,0.0,0.0,,,0.0,0.0,24.0,
4319,47932,BUCKHORN METHODIST CAMP,Resident Camp,381 Old Camp RD,Bellvue,CO,80512,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,,,,False,False,150.0,0.0,0.0,0.0,,,0.0,0.0,150.0,
4320,47948,CAMP EDEN,Resident Camp,11583 Camp Eden RD,Golden,CO,80403,Gilpin,Triad Early Childhood Council,Child Care Innovations,False,,,,,False,False,140.0,0.0,0.0,0.0,,,0.0,0.0,140.0,
4321,47969,ROCKY MOUNTAIN MENNONITE CAMP,Resident Camp,709 County Road 62,Divide,CO,80814,Teller,Teller/Park Early Childhood Council,Alliance for Kids,False,,,,,False,False,180.0,0.0,0.0,0.0,,,0.0,0.0,180.0,
4322,47985,YMCA CAMP SHADY BROOK,Resident Camp,8716 S Y Camp Rd,Sedalia,CO,80135,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,,,,,False,False,318.0,0.0,0.0,0.0,,,0.0,0.0,318.0,
4323,47990,TWIN PEAKS BIBLE CAMP,Resident Camp,9807 59 RD,Collbran,CO,81624,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,,,,False,False,120.0,0.0,0.0,0.0,,,0.0,0.0,120.0,
4324,48025,CAMP ELIM,Resident Camp,5567 Painted Rocks RD,Woodland Park,CO,80863,Teller,Teller/Park Early Childhood Council,Alliance for Kids,False,,,,,False,False,149.0,0.0,0.0,0.0,,,0.0,0.0,149.0,
4325,48094,YMCA CAMP JACKSON,Resident Camp,9126 Highway 165,Pueblo,CO,81069,Pueblo,Pueblo Early Childhood Council,Childrens First,False,,,,,False,False,150.0,0.0,0.0,0.0,,,0.0,0.0,150.0,
4326,48212,YMCA CAMP CHIEF OURAY,Resident Camp,80446 E US 40 5 Miles,Granby,CO,80446,Grand,Grand and Jackson Early Childhood Council,Summit Co CCR&R Agency,False,,,,,False,False,350.0,0.0,0.0,0.0,,,0.0,0.0,350.0,
4327,63255,SHAMBHALA SUN SUMMER CAMP,Resident Camp,4921 County Road 68C,Red Feather Lake,CO,80545,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,,,,False,False,110.0,0.0,0.0,0.0,,,0.0,0.0,110.0,
4328,78359,TREASURE  MOUNTAIN BIBLE CAMP,Resident Camp,213 E Park ST,Marble,CO,81623,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,,,,False,False,100.0,0.0,0.0,0.0,,,0.0,0.0,100.0,
4329,80693,PERRY-MANSFIELD PERFORMING ARTS SCH,Resident Camp,40755 RCR 36,Steamboat Springs,CO,80487,Routt,First Impressions of Routt County,Summit Co CCR&R,False,,,,,False,False,125.0,0.0,0.0,0.0,,,0.0,0.0,125.0,
4330,1509151,YOUNG LIFE'S WILDERNESS RANCH,Resident Camp,2000 Forest Service Rd 521,Creede,CO,81130,Hinsdale,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,,,,False,False,175.0,0.0,0.0,0.0,,,0.0,0.0,175.0,
4331,1533261,SKY RANCH AT UTE TRAIL,Resident Camp,1329 Hwy 149,Powderhorn,CO,81243,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,,,,False,False,150.0,0.0,0.0,0.0,,,0.0,0.0,150.0,
4332,1533646,Women's Wilderness Institute,Resident Camp,1206 Euclid Ave,Boulder,CO,80302,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,,,,,False,False,30.0,0.0,0.0,0.0,,,0.0,0.0,30.0,
4333,1536750,ADAPTIVE SPORTS CENTER OF COLORADO,Resident Camp,10 Crested Butte WAY,Mt. Crested Butte,CO,81225,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,,,,False,False,20.0,0.0,0.0,0.0,,,0.0,0.0,20.0,
4334,1544516,ADAM'S CAMP / ADVENTURE CAMP,Resident Camp,1101 County Road 53,Granby,CO,80111,Grand,Grand and Jackson Early Childhood Council,Summit Co CCR&R Agency,False,,,,,False,False,50.0,0.0,0.0,0.0,,,0.0,0.0,50.0,
4335,1547434,Avid4 Adventure Windy Peak,Resident Camp,20973 Wellington Lake RD,Bailey,CO,80135,Park,Teller/Park Early Childhood Council,Child Care Innovations,False,Park,,,,False,False,145.0,0.0,0.0,0.0,,,0.0,0.0,145.0,
4336,1549984,CAL-WOOD EDUCATION CENTER,Resident Camp,2282 County RD # 87,Jamestown,CO,80455,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,,,,,False,False,60.0,0.0,0.0,0.0,,,0.0,0.0,60.0,
4337,1562639,RAINBOW TRAIL LUTHERAN CAMP,Resident Camp,3056 County Road 198,Hillside,CO,81232,Custer,Custer County Kids Council,Childrens First,False,,,,,False,False,165.0,0.0,0.0,0.0,,,0.0,0.0,165.0,
4338,1590409,CAMP RAMAH IN THE ROCKIES,Resident Camp,26601 Stoney Pass RD,Sedalia,CO,80135,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,,,,,False,False,200.0,0.0,0.0,0.0,,,0.0,0.0,200.0,
4339,1605416,ROCKY MOUNTAIN PATHWAYS RANCH,Resident Camp,15747 Highway 7,Allenspark,CO,80510,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,,,,,False,False,150.0,0.0,0.0,0.0,,,0.0,0.0,150.0,
4340,1606212,Roundup River Ranch,Resident Camp,8333 Colorado River RD,Gypsum,CO,81637,Eagle,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,,,,,False,False,72.0,0.0,0.0,0.0,,,0.0,0.0,72.0,
4341,1609226,RAGGED MOUNTAIN,Resident Camp,4220 County Road 77,Somerset,CO,81434,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,,,,False,False,250.0,0.0,0.0,0.0,,,0.0,0.0,250.0,
4342,1617367,Ajax Sleepaway,Resident Camp,28525 Brush Creek Rd,Meredith,CO,81642,Eagle,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,,,,,False,False,50.0,0.0,0.0,0.0,,,0.0,0.0,50.0,Ajax Sleepaway LLC
4343,1618887,NIGHTHAWK RANCH INC.,Resident Camp,2980 County Road 102,Guffey,CO,80820,Park,Teller/Park Early Childhood Council,Child Care Innovations,False,,,,,False,False,8.0,0.0,0.0,0.0,,,0.0,0.0,8.0,
4344,1621205,JML OUTFITTERS,Resident Camp,300 County Road 75,Meeker,CO,81641,Rio Blanco,Connections 4 Kids,Summit Co CCR&R,False,,,,,False,False,8.0,0.0,0.0,0.0,,,0.0,0.0,8.0,
4345,1623752,Glacier View Ranch,Resident Camp,8748 Overland RD,Ward,CO,80481,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,,,,,False,False,120.0,0.0,0.0,0.0,,,0.0,0.0,120.0,
4346,1635964,CAMP GRANITE LAKE,Resident Camp,11902 Camp Eden RD,Golden,CO,80403,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,,,,,False,False,180.0,0.0,0.0,0.0,,,0.0,0.0,180.0,
4347,1636957,"TIMBERLINE MINISTRIES, INC",Resident Camp,415 CR 5001,Fraser,CO,80442,Grand,Grand and Jackson Early Childhood Council,Summit Co CCR&R Agency,False,,,,,False,False,75.0,0.0,0.0,0.0,,,0.0,0.0,75.0,
4348,1642802,TELLURIDE ACADEMY,Resident Camp,300 S Mahoney DR,Telluride,CO,81435,San Miguel,Bright Futures,Bright Futures,False,,,,,False,False,200.0,0.0,0.0,0.0,,,0.0,0.0,200.0,
