Unnamed: 0,LICENSE NUMBER,PROVIDER NAME,PROVIDER SERVICE TYPE,STREET ADDRESS,CITY,STATE,ZIP,COUNTY,ECC,CCRR,SCHOOL DISTRICT OPERATED PROGRAM,SCHOOL DISTRICT,QUALITY RATING,QUALITY RATING EFFECTIVE DATE,QUALITY RATING EXPIRATION DATE,CCCAP FISCAL AGREEMENT STATUS,CCCAP AUTHORIZATION STATUS,TOTAL LICENSED CAPACITY,LICENSED HOME CAPACITY,LICENSED CENTER INFANT CAPACITY,LICENSED CENTER TODDLER CAPACITY,LICENSED CENTER PRESCHOOL CAPACITY,LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY,LICENSED SCHOOL AGE CAPACITY,LICENSED NYO CAPACITY,LICENSED RESIDENT CAMP CAPACITY,GOVERNING BODY
4349,1650467,The Encounter,Resident Camp,7400 CO-7,Estes Park,CO,80517,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,,,,False,False,80.0,0.0,0.0,0.0,,,0.0,0.0,80.0,The Encounter
4350,58751,MOUNTAIN CENTER DAY CAMP,School-Age Child Care Center,419 E Stuart ST,Fort Collins,CO,80525,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,,,,False,False,150.0,0.0,0.0,0.0,,,150.0,0.0,0.0,
4351,88826,PRAIRIE HILLS ADVENTURE CLUB,School-Age Child Care Center,8025 Telegraph DR,Colorado Springs,CO,80920,El Paso,Alliance for Kids,Alliance for Kids,False,20,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4352,1652965,Boulder Valley Waldorf School,School-Age Child Care Center,6500 W Dry Creek PKWY,Niwot,CO,80503,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,,,,False,False,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,
4353,47726,EAGLE LAKE CAMP,Resident Camp,6935 Rampart Range RD,Colorado Springs,CO,80904,El Paso,Alliance for Kids,Alliance for Kids,False,,,,,False,False,425.0,0.0,0.0,0.0,,,0.0,0.0,425.0,
4354,1621219,The Episcopal Church in Colorado,Resident Camp,1364 County Road 75,Woodland Park,CO,80863,Teller,Teller/Park Early Childhood Council,Alliance for Kids,False,,,,,False,False,75.0,0.0,0.0,0.0,,,0.0,0.0,75.0,
4355,1547200,James Madison Charter Academy Ed Activity Ctr,School-Age Child Care Center,660 Syracuse ST,Colorado Springs,CO,80911,El Paso,Alliance for Kids,Alliance for Kids,True,Widefield D-3,,,,False,False,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,
4356,1625206,BOOK TRAILS,School-Age Child Care Center,68 9th ST,Steamboat Springs,CO,80477,Routt,First Impressions of Routt County,Summit Co CCR&R,False,,,,,False,False,27.0,0.0,0.0,0.0,,,27.0,0.0,0.0,
4357,1638923,DPS Discovery Link @ Isabella Bird,School-Age Child Care Center,2701 N Lima ST,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,True,Denver,,,,True,True,120.0,0.0,0.0,0.0,,,120.0,0.0,0.0,
4358,66960,BARBARA MCMAHON,Large Family Child Care Home,,Denver,CO,80206,Denver,Denver's Early Childhood Council,Denver's ECC,False,Denver,1.0,,,True,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4359,1665480,DISCOVERY KIDS LEARNING CENTER II,Child Care Center,715 N 7th ST,Grand Junction,CO,81501,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,4.0,2023-05-31,2026-05-31,True,True,89.0,0.0,0.0,20.0,0.0,69.0,0.0,0.0,0.0,
4360,83656,Audrey Cotten,Large Family Child Care Home,,Colorado Springs,CO,80911,El Paso,Alliance for Kids,Alliance for Kids,False,WFSD 3,5.0,2025-09-30,2028-09-30,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4361,1530860,ARROWHEAD ELEMENTARY PRESCHOOL,Preschool Program,19100 E Bates AVE,Aurora,CO,80013,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,CHERRY CREEK 5,4.0,2020-02-28,2023-02-28,True,False,60.0,,,,60.0,0.0,,,,
4362,1598568,DOUGLAS CTY SCHL MOUNTAIN VIEW,Child Care Center,8502 N Pinery Parkway,Parker,CO,80134,Douglas,Douglas County Early Childhood Council,Child Care Innovations,True,Douglas County School District,3.0,2025-02-28,2026-06-01,True,False,62.0,,,,62.0,0.0,,,,
4363,1613155,SQUATCH WARRIORS,School-Age Child Care Center,11550 Wolff St,Westminster,CO,80031,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,Adams 12,,,,False,False,40.0,0.0,0.0,0.0,,,40.0,0.0,0.0,Nathan Harrison
4364,1630285,Jeri White,Large Family Child Care Home,,Arvada,CO,80003,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,3.0,2025-03-31,2028-03-31,True,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4365,1665462,Vernadith Salemi,Experienced Family Child Care Home,,Brighton,CO,80602,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,NORTHGLENN-THORNTON 12,2.0,2024-12-23,2027-12-23,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
4366,1665890,Veronica Rojas,Family Child Care Home,,Estes Park,CO,80517,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,Estes Park,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
4367,1667141,My Second Home,Child Care Center,300 W Baseline RD,Lafayette,CO,80026,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,2.0,2024-08-19,2027-08-19,False,False,37.0,,,,0.0,37.0,,,,
4368,1665706,The Goddard School Northfield,Child Care Center,4901 N Wabash ST,Denver,CO,80238,Denver,Denver's Early Childhood Council,Denver's ECC,False,Denver Public Schools,4.0,2024-04-30,2027-04-30,True,True,163.0,0.0,10.0,34.0,0.0,119.0,0.0,0.0,0.0,
4369,1668190,City of Boulder Parks and Recs @ Reservoir,School-Age Child Care Center,5565 N 51st ST,Boulder,CO,80301,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,,,,True,False,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4370,1670768,Centennial Montessori,Child Care Center,6960 S Holly CIR,Centennial,CO,80112,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Cherry Creek School District,4.0,2024-02-29,2027-02-28,True,True,168.0,0.0,20.0,40.0,0.0,108.0,0.0,0.0,0.0,
4371,1667444,WILD PLUM CENTER,Child Care Center,350 11th AVE,Longmont,CO,80501,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,St Vrain,4.0,2020-12-22,2025-08-31,True,True,73.0,0.0,8.0,27.0,38.0,0.0,0.0,0.0,0.0,
4372,1519079,CITY OF BOULDER PARKS AND RECS EAST,School-Age Child Care Center,5660 Sioux DR,Boulder,CO,80303,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,
4373,97193,Kelly Sullivan,Family Child Care Home,,Aurora,CO,80017,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Aurora Public School District,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
4374,1670625,FOOTHILS PARK & RECREATION DISTRICT TEEN CAMP,School-Age Child Care Center,7306 W Bowles AVE,Littleton,CO,80123,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,,,,True,False,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,
4375,1667426,Denesha Gibbs,3 under 18 Months Family Child Care Home,,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,4.0,2024-03-28,2029-02-28,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
4376,103619,CITY OF BOULDER PARKS AND RECS SOUTH,School-Age Child Care Center,290 Manhattan Dr,Boulder,CO,80303,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BVSD,,,,True,False,115.0,0.0,0.0,0.0,,,115.0,0.0,0.0,City of Boulder Parks and Recreation
4377,88491,CITY OF BOULDER PARKS AND RECS NORTH,School-Age Child Care Center,3170 Broadway,Boulder,CO,80304,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,,,,True,False,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
4378,1666260,SOROCO PRESCHOOL,Child Care Center,26 W 5th ST,Yampa,CO,80483,Routt,First Impressions of Routt County,Summit Co CCR&R,True,South Routt School District RE-3,4.0,2025-06-30,2028-06-30,True,False,36.0,,,,0.0,36.0,,,,
4379,1537479,Cita Carey,Large Family Child Care Home,,Colorado Springs,CO,80923,El Paso,Alliance for Kids,Alliance for Kids,False,FALCON 49,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4380,1668791,CEEN JEFFERSON EHS-CC,Child Care Center,235 14th Avenue,Greeley,CO,80631,Weld,Weld County’s Early Childhood Council,Promises for Children,False,GREELEY 6,4.0,2024-08-23,2029-08-31,True,True,27.0,0.0,9.0,18.0,,,0.0,0.0,0.0,Colorado Early Education Network (CEEN)
4381,1668296,Go West Camps,Resident Camp,1325 Vindicator DR,Colorado Springs,CO,80919,El Paso,Alliance for Kids,Alliance for Kids,False,,,,,False,False,160.0,0.0,0.0,0.0,,,0.0,0.0,160.0,Kaylin Larkin
4382,1668955,Catholic Charities Early Childhood @ Mariposa,Child Care Center,1240 W 10th AVE,Denver,CO,80204,Denver,Denver's Early Childhood Council,Denver's ECC,False,Denver,4.0,2025-05-01,2029-06-30,True,True,84.0,0.0,20.0,18.0,46.0,0.0,0.0,0.0,0.0,
4383,1671491,WHEAT RIDGE LEARNING ACADEMY,Child Care Center,7300 W 38th AVE,Wheat Ridge,CO,80033,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY R-1,1.0,,,False,False,39.0,0.0,7.0,12.0,0.0,20.0,0.0,0.0,0.0,
4384,1670703,EAGLE VIEW LEARNING CENTER,Child Care Center,2738 Unaweep AVE,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,4.0,2024-02-29,2027-02-28,True,True,54.0,0.0,0.0,10.0,0.0,44.0,0.0,0.0,0.0,
4385,1664371,Krysta Scott,Large Family Child Care Home,,Littleton,CO,80123,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,4.0,2024-03-31,2027-03-31,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4386,1669919,IKID ACADEMY LLC,Child Care Center,16992 E Quincy AVE,Aurora,CO,80015,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,False,False,170.0,0.0,20.0,25.0,125.0,0.0,0.0,0.0,0.0,
4387,1669201,Gina Cieri,Large Family Child Care Home,,Wheat Ridge,CO,80033,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4388,107541,LITTLE ANGELS CHRISTIAN SCHOOL AGE,School-Age Child Care Center,687 Academy CT,Windsor,CO,80550,Weld,Weld County’s Early Childhood Council,Promises for Children,False,Weld,,,,False,False,24.0,0.0,0.0,0.0,,,24.0,0.0,0.0,
4389,1670785,CHILDREN'S LEARNING CENTER,Child Care Center,2817 Zenobia ST,Denver,CO,80212,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER PUBLIC SCHOOLS,1.0,,,False,False,129.0,0.0,18.0,44.0,0.0,67.0,0.0,0.0,0.0,
4390,1672497,Arawyn Madu,Large Family Child Care Home,,Durango,CO,81301,La Plata,Early Childhood Council of La Plata County,ECC La Plata Co,False,,2.0,2023-02-02,2026-02-02,True,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4391,1669816,The Goddard School,Child Care Center,380 Centennial PKWY,Louisville,CO,80027,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,2.0,2025-02-12,2028-02-12,True,True,132.0,0.0,10.0,34.0,0.0,88.0,0.0,0.0,0.0,
4392,1671831,KCE CHAMPIONS LLC @ Banning Lewis,School-Age Child Care Center,7094 Cottonwood Tree DR,Colorado Springs,CO,80927,El Paso,Alliance for Kids,Alliance for Kids,False,D-49,,,,True,True,120.0,0.0,0.0,0.0,,,120.0,0.0,0.0,
4393,1525947,Jennifer Freed,Large Family Child Care Home,,Clifton,CO,81520,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,MESA COUNTY VALLEY 51,4.0,2024-03-28,2029-02-28,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4394,1670636,AURORA KIDS LEARNING CENTER,Child Care Center,14499 Montana CIR,Aurora,CO,80012,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Aurora Public School District,5.0,2023-09-30,2026-09-30,True,True,58.0,0.0,9.0,15.0,0.0,34.0,0.0,0.0,0.0,
4395,1671633,SHAFFER SCHOOL AGE ENRICHMENT,School-Age Child Care Center,7961 S Sangre De Cristo RD,Littleton,CO,80127,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,,,,True,True,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,Jefferson County School District R-1
4396,1668934,WELCHESTER PRESCHOOL,Child Care Center,13000 W 10th AVE,Golden,CO,80401,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,True,40.0,,,,40.0,0.0,,,,
4397,1670065,Galina Kocherga,Large Family Child Care Home,,Thornton,CO,80241,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,ADAMS 12,1.0,,,False,False,12.0,,,,0.0,12.0,,,,
4398,1670754,BASE Programs,School-Age Child Care Center,400 Heritage AVE,Castle Rock,CO,80104,Douglas,Douglas County Early Childhood Council,Child Care Innovations,True,Douglas County School District,,,,True,True,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
4399,1670748,SAGE CANYON BASE PROGRAM,School-Age Child Care Center,2420 Autumn Sage ST,Castle Rock,CO,80108,Douglas,Douglas County Early Childhood Council,Child Care Innovations,True,Douglas County School District,,,,True,True,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,
4400,1670733,Augustine Classical Preschool,Child Care Center,480 S Kipling ST,Lakewood,CO,80226,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County School District,4.0,2023-03-31,2026-03-31,False,False,69.0,,,,69.0,0.0,,,,
4401,1671637,Rocky Mountain Prep Southwest,Child Care Center,911 S Hazel Ct,Denver,CO,80219,Denver,Denver's Early Childhood Council,Denver's ECC,False,,5.0,2025-02-28,2028-02-28,False,False,80.0,,,,80.0,0.0,,,,
4402,1668938,SHAFFER PRESCHOOL,Preschool Program,7961 S Sangre de Cristo RD,Littleton,CO,80127,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,False,20.0,,,,20.0,0.0,,,,
4403,1668927,VAN ARSDALE PRESCHOOL,Child Care Center,7535 Alkire ST,Arvada,CO,80005,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,False,40.0,,,,0.0,40.0,,,,
4404,1672870,Academy 360,Child Care Center,12000 E 47th Avenue,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,False,,4.0,2023-12-31,2026-12-31,False,False,96.0,,,,96.0,0.0,,,,
4405,1674371,SEWALL CDC @ DAHLIA,Child Care Center,3401 Eudora,Denver,CO,80207,Denver,Denver's Early Childhood Council,Denver's ECC,False,Denver Public Schools,4.0,2024-11-15,2029-06-30,True,True,85.0,,,,0.0,85.0,,,,
4406,89449,DPS DISCOVERY LINK @ SABIN,School-Age Child Care Center,3050 S Vrain ST,Denver,CO,80236,Denver,Denver's Early Childhood Council,Denver's ECC,True,Denver,,,,True,True,120.0,0.0,0.0,0.0,,,120.0,0.0,0.0,
4407,35872,Blossom International Preschool,Child Care Center,5001 Pennsylvania Ave,Boulder,CO,80303,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,2.0,2023-02-06,2026-02-06,True,False,30.0,,,,0.0,30.0,,,,
4408,1672495,CORONADO SCHOOL AGE ENRICHMENT,School-Age Child Care Center,7922 S Carr ST,Littleton,CO,80128,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jeffco Public Schools,,,,True,True,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,Jefferson County School District R-1
4409,1672427,BRIDGET COFFEY,Large Family Child Care Home,,Longmont,CO,80501,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,SVVSD,2.0,2024-10-02,2027-10-02,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4410,1671646,PRIMROSE SCHOOL AT COLORADO STATION,Child Care Center,4300 E Warren AVE,Denver,CO,80222,Denver,Denver's Early Childhood Council,Denver's ECC,False,Denver Public Schools,4.0,2023-10-20,2029-06-30,False,False,212.0,0.0,28.0,24.0,160.0,0.0,0.0,0.0,0.0,
4411,1672908,DPS/ECE JOE SHOEMAKER SCHOOL,Child Care Center,3333 S Havana ST,Denver,CO,80231,Denver,Denver's Early Childhood Council,Denver's ECC,True,Denver Public Schools,4.0,2023-01-11,2026-01-31,False,False,80.0,,,,80.0,0.0,,,,
4412,1539340,KIANNA CURRY,Family Child Care Home,,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,False,Denver,4.0,2022-06-30,2025-06-30,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
4413,1668953,Warder Preschool,Child Care Center,7840 Carr ST,Arvada,CO,80005,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,False,40.0,,,,0.0,40.0,,,,
4414,32273,NORTHEAST ROADRUNNERS,School-Age Child Care Center,1605 Longspeak,Brighton,CO,80601,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,BRIGHTON 27J,,,,True,True,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,
4415,23455,Karen Kinney,Family Child Care Home,,Highlands Ranch,CO,80126,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,2.0,2022-08-29,2025-08-29,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
4416,1552496,SKY HIGH RANCH,Resident Camp,30924 N Highway 67,Woodland Park,CO,80863,Teller,Teller/Park Early Childhood Council,Alliance for Kids,False,,,,,False,False,140.0,0.0,0.0,0.0,,,0.0,0.0,140.0,
4417,1671682,World Compass Academy,Preschool Program,2490 S Perry ST,Castle Rock,CO,80104,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,1.0,,,False,False,44.0,,,,44.0,0.0,,,,
4418,1649450,Living Stone Calvary -Royal George Christian,Preschool Program,830 Bridge ST,Canon City,CO,81212,Fremont,ECHO and Family Center Early Childhood Council,Childrens First,False,RE-2,1.0,,,False,False,15.0,,,,0.0,15.0,,,,
4419,27739,Kristine Edmunds,3 under 18 Months Family Child Care Home,,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,4.0,2024-03-27,2029-02-28,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
4420,1673293,Active Louisville Kids LLC,Child Care Center,1970 Centennial DR,Louisville,CO,80027,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY SCHOOL DISTRICT,4.0,2023-07-31,2026-07-31,True,True,75.0,0.0,8.0,24.0,0.0,43.0,0.0,0.0,0.0,
4421,1671095,Conrad Early Learning Center,Child Care Center,10605 Jimmy Camp RD,Fountain,CO,80817,El Paso,Alliance for Kids,Alliance for Kids,True,8,1.0,,,False,False,220.0,,,,220.0,0.0,,,,
4422,1670277,SALIDA MONTESSORI CHARTER SCHOOL,Child Care Center,1040 I ST,Salida,CO,81201,Chaffee,Chaffee County Early Childhood Council,Childrens First,True,R-32-J,2.0,2024-09-27,2027-09-27,True,True,60.0,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,
4423,1672878,Laurie Christensen,Experienced Family Child Care Home,,Aurora,CO,80018,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
4424,1672913,DPS/ECE BROMWELL ELEMENTARY,Child Care Center,2500 E 4th AVE,Denver,CO,80206,Denver,Denver's Early Childhood Council,Denver's ECC,True,Denver Public Schools,4.0,2023-01-11,2026-01-31,True,False,20.0,,,,20.0,0.0,,,,
4425,1675168,DPS DISCOVERY LINK @WESTERLY CREEK,School-Age Child Care Center,8800 E 28th AVE,Denver,CO,80238,Denver,Denver's Early Childhood Council,Denver's ECC,True,Denver Public Schools,,,,True,True,105.0,0.0,0.0,0.0,,,105.0,0.0,0.0,
4426,1671090,Wild Plum Center Powell,Child Care Center,82 21st AVE STE B,Longmont,CO,80501,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,St Vrain,4.0,2020-11-09,2025-08-31,True,True,45.0,,,,45.0,0.0,,,,
4427,99181,IDA TRAINOR,Experienced Family Child Care Home,,Littleton,CO,80125,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
4428,1673323,Nicole Thomas,Large Family Child Care Home,,Colorado Springs,CO,80915,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4429,1672378,Sandra Douros,Large Family Child Care Home,,Thornton,CO,80241,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,ADAMS 12 FIVE STAR,2.0,2024-07-29,2027-07-29,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
4430,1675169,CCSD Summit ECS,School-Age Child Care Center,18201 E Quincy AVE,Aurora,CO,80015,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,CHERRY CREEK 5,,,,True,True,120.0,0.0,0.0,0.0,,,120.0,0.0,0.0,
4431,1666606,NEW LEGACY EARLY LEARNING CENTER,Child Care Center,2091 N Dayton ST,Aurora,CO,80010,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,AURORA PUBLIC SCHOOLS,4.0,2025-05-31,2028-05-31,True,True,90.0,0.0,40.0,30.0,20.0,0.0,0.0,0.0,0.0,
4432,1672114,LEARN PLAY MOVE PRESCHOOL @DSG,Preschool Program,5840 Lamar ST,Arvada,CO,80003,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County School District,2.0,2023-02-06,2026-02-06,True,False,20.0,,,,20.0,0.0,,,,
4433,1672776,Parker Learning Ctr Infant Toddler Discovery,Child Care Center,3102 S Parker RD,Aurora,CO,80014,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK SCHOOL DISTRICT,4.0,2024-05-30,2029-02-28,True,True,29.0,0.0,6.0,23.0,,,0.0,0.0,0.0,
4434,1672783,PARKER LEARNING CENTER,Child Care Center,3104 S Parker RD # B1,Aurora,CO,80014,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK SCHOOL DISTRICT,4.0,2022-04-30,2025-04-30,True,True,84.0,,,,0.0,84.0,,,,
4435,1672874,SMALL OAKS CHRISTIAN PRESCHOOL,Preschool Program,8005 Highland Meadows PKWY,Fort Collins,CO,80528,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,PSD,2.0,2025-01-30,2028-01-30,False,False,30.0,,,,0.0,30.0,,,,
4436,1673014,TINY TOTS AND TUMBLERS,Child Care Center,15975 Elmira ST,Brighton,CO,80601,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,BRIGHTON 27J,4.0,2024-05-31,2027-05-31,True,True,97.0,,,,0.0,97.0,,,,
4437,1673154,Primrose School At The Flatirons,Child Care Center,1680 Coalton RD,Broomfield,CO,80027,Broomfield,Broomfield Early Childhood Council,Child Care Innovations,False,BOULDER VALLEY RE 2,4.0,2022-06-29,2027-06-30,True,True,176.0,0.0,18.0,34.0,0.0,124.0,0.0,0.0,0.0,
4438,1553088,BLACK ROCK ELEMENTARY CHILDCARE,School-Age Child Care Center,2000 Mountain View BLVD,Erie,CO,80516,Weld,Weld County’s Early Childhood Council,Promises for Children,True,St Vrain,,,,True,True,90.0,0.0,0.0,0.0,,,90.0,0.0,0.0,
4439,1676719,TREEHOUSE MONTESSORI,Child Care Center,2013 Valley Forge AVE,Fort Collins,CO,80526,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,1.0,,,False,False,37.0,0.0,0.0,9.0,0.0,28.0,0.0,0.0,0.0,
4440,66716,HIGH PEAK CAMP,Resident Camp,7075 Colo Hwy 7 LPR,Estes Park,CO,80517,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,,,,False,False,140.0,0.0,0.0,0.0,,,0.0,0.0,140.0,
